Product Name,Product Price,Product Link,Sustainable,Sustainability Classification
"SAMSUNG 183 Litres 5 Star Direct Cool Single Door Refrigerator with Anti Bacterial Gasket (RR20D2725UZNL, Midnight Blossom Blue)","₹16,690",/samsung-183-litres-5-star-direct-cool-single-door-refrigerator-with-anti-bacterial-gasket-rr20d2725uznl-midnight-blossom-blue-/p/304785,,1
"PORTRONICS Toofan 60mm 3 Blade BLDC Motor Mini Rechargeable Fan with 2000 mAh Battery (Silent Operation, Blue)",₹770,/portronics-toofan-60mm-3-blade-bldc-motor-mini-rechargeable-fan-with-2000-mah-battery-silent-operation-blue-/p/303607,,0
CNS Height Adjustable Stand (upto 350 L),₹649,/cns-height-adjustable-stand-upto-350-l-/p/246824,,0
"O GENERAL BMAA 1.1 Ton 3 Star Split AC (2024 Model, Copper Condenser, Mildew Resistant, ASGA14BMAA-B)","₹42,290",/o-general-bmaa-1-1-ton-3-star-split-ac-2024-model-copper-condenser-mildew-resistant-asga14bmaa-b-/p/304947,,1
"Croma ECO 2 1200mm 3 Blade Copper Motor Ceiling Fan (Energy Efficient, Dark Coffee)","₹1,999",/croma-eco-2-1200mm-3-blade-copper-motor-ceiling-fan-energy-efficient-dark-coffee-/p/269836,,1
"EUREKA FORBES Swift Clean 1200W Dry Vacuum Cleaner with Auto Cord Winder (Efficient Alert System, Red & Black)","₹4,999",/eureka-forbes-swift-clean-1200w-dry-vacuum-cleaner-with-auto-cord-winder-efficient-alert-system-red-black-/p/220907,,1
VOLTAS 183v Vertis Elite Marvel 5 in 1 Convertible 1.5 Ton 3 Star Inverter Split AC with 4-Way Swing (Copper Condenser),"₹37,690",/voltas-183v-vertis-elite-marvel-5-in-1-convertible-1-5-ton-3-star-inverter-split-ac-with-4-way-swing-copper-condenser-/p/268322,,0
"V-GUARD 6 Amps Voltage Stabilizer For Up to 203cm (80"") TV + 1 Set Top Box + 1 Home Theatre (200 - 240V AC Output, Digi 200, White)","₹4,238",/v-guard-6-amps-voltage-stabilizer-for-up-to-203cm-80-tv-+-1-set-top-box-+-1-home-theatre-200-240v-ac-output-digi-200-white-/p/268683,,0
"SAMSUNG 653 Litres 3 Star Auto Defrost Side by Side Refrigerator with Twin Cooling Plus (RS76CG8113SLHL, EZ Clean Steel)","₹99,800",/samsung-653-litres-3-star-auto-defrost-side-by-side-refrigerator-with-twin-cooling-plus-rs76cg8113slhl-ez-clean-steel-/p/267752,,0
"O GENERAL CET Series 2 Ton 5 Star Inverter Split AC (Copper Condenser, PM 2.5 Filter, ASGG24CETAB)","₹79,890",/o-general-cet-series-2-ton-5-star-inverter-split-ac-copper-condenser-pm-2-5-filter-asgg24cetab-/p/235247,,1
Racold CDR DLX 35 Litres 5 Star Vertical Storage Geyser (White),"₹9,699",/racold-cdr-dlx-35-litres-5-star-vertical-storage-geyser-white-/p/229236,,0
"Russell Hobbs RTF-4800 Bladeless 13800 m3/hr Air Delivery Tower Fan with Remote (Superior Quality, Black)","₹8,990",/russell-hobbs-rtf-4800-bladeless-13800-m3-hr-air-delivery-tower-fan-with-remote-superior-quality-black-/p/237750,,0
"Racold Omnis DG 15 Litres 5 Star Storage Water Geyser (2000 Watts, 3180837, Sandstorm Gold)","₹11,448",/racold-omnis-dg-15-litres-5-star-storage-water-geyser-2000-watts-3180837-sandstorm-gold-/p/273607,,1
Racold CDR DLX 10 Litres 3 Star Horizontal Storage Geyser With RHS Water Inlet (White),"₹7,115",/racold-cdr-dlx-10-litres-3-star-horizontal-storage-geyser-with-rhs-water-inlet-white-/p/229063,,0
"AO Smith Finesse 10 Litres 5 Star Storage Water Geyser (2000 Watts, EPSV010CMC4R0F0, White)","₹8,890",/ao-smith-finesse-10-litres-5-star-storage-water-geyser-2000-watts-epsv010cmc4r0f0-white-/p/243927,,0
"Croma 4 in 1 Convertible 1 Ton 5 Star Inverter Split AC with Dust Filter (2024 Model, Copper Condenser, CRLA012INF283260)","₹34,990",/croma-4-in-1-convertible-1-ton-5-star-inverter-split-ac-with-dust-filter-2024-model-copper-condenser-crla012inf283260-/p/304124,,0
"Panasonic EU 7 in 1 Convertible 1.5 Ton 5 Star Inverter Split Smart AC with AI Mode (Copper Condenser, CS/CU-EU18AKY5XFM)","₹45,990",/panasonic-eu-7-in-1-convertible-1-5-ton-5-star-inverter-split-smart-ac-with-ai-mode-copper-condenser-cs-cu-eu18aky5xfm-/p/304048,,0
"Haier 325 Litres 3 Star Frost Free Double Door Bottom Mount Convertible Refrigerator with Triple Inverter Technology (HRB-3753BBS-P, Brushline Silver)","₹37,999",/haier-325-litres-3-star-frost-free-double-door-bottom-mount-convertible-refrigerator-with-triple-inverter-technology-hrb-3753bbs-p-brushline-silver-/p/268196,,1
"Blue Star 5 in 1 Convertible 1 Ton 3 Star Inverter Split AC with DigiQ Penta Sensor (Copper Condenser, ID312MNU)","₹33,290",/blue-star-5-in-1-convertible-1-ton-3-star-inverter-split-ac-with-digiq-penta-sensor-copper-condenser-id312mnu-/p/304337,,0
"SAMSUNG 7 kg 5 Star Inverter Fully Automatic Front Load Washing Machine (WW70T502NTW/TL, Diamond Drum, White)","₹29,990",/samsung-7-kg-5-star-inverter-fully-automatic-front-load-washing-machine-ww70t502ntw-tl-diamond-drum-white-/p/250722,,0
"HAVELLS Elio 5 Star 1200mm 3 Blade BLDC Motor Ceiling Fan with Remote (Wood Finished Blades, Grey)","₹3,790",/havells-elio-5-star-1200mm-3-blade-bldc-motor-ceiling-fan-with-remote-wood-finished-blades-grey-/p/304603,,1
"AO Smith MiniBot 3 Litres 5 Star Instant Water Geyser (3000 Watts, SZS-3, White)","₹3,822",/ao-smith-minibot-3-litres-5-star-instant-water-geyser-3000-watts-szs-3-white-/p/228432,,1
"Haier 628 Litres Frost Free Side by Side Refrigerator with Magic Cooling Technology (HRT-683IS, Inox Steel)","₹80,990",/haier-628-litres-frost-free-side-by-side-refrigerator-with-magic-cooling-technology-hrt-683is-inox-steel-/p/246515,,1
"Haier 240 Litres 2 Star Frost Free Double Door Refrigerator with Turbo Icing (HRF-2902EBS-P, Brushline Silver)","₹23,190",/haier-240-litres-2-star-frost-free-double-door-refrigerator-with-turbo-icing-hrf-2902ebs-p-brushline-silver-/p/274907,,0
"AO Smith Finesse 25 Litres 5 Star Storage Water Geyser (2000 Watts, EPSV025CMC4R0F0, White)","₹11,867",/ao-smith-finesse-25-litres-5-star-storage-water-geyser-2000-watts-epsv025cmc4r0f0-white-/p/243925,,1
"Whirlpool 8.5 kg 5 Star Semi Automatic Washing Machine with Soak Technology (Ace Turbo Dry, 30309, Wine Dazzle)","₹13,530",/whirlpool-8-5-kg-5-star-semi-automatic-washing-machine-with-soak-technology-ace-turbo-dry-30309-wine-dazzle-/p/272555,,1
"Croma 4 in 1 Convertible 1.5 Ton 3 Star Inverter Split AC with Dust Filter (2024 Model, Copper Condenser, CRLA018IND283259)","₹35,990",/croma-4-in-1-convertible-1-5-ton-3-star-inverter-split-ac-with-dust-filter-2024-model-copper-condenser-crla018ind283259-/p/303636,,1
"IFB 10 kg 5 Star Inverter Fully Automatic Front Load Washing Machine (Executive Plus MXC, Voice Enabled, Mocha)","₹49,270",/ifb-10-kg-5-star-inverter-fully-automatic-front-load-washing-machine-executive-plus-mxc-voice-enabled-mocha-/p/272751,,1
"HAVELLS Bianca 25 Litres 5 Star Storage Water Geyser (2000 Watts, GHWCBNTWH025, White and Blue)","₹12,380",/havells-bianca-25-litres-5-star-storage-water-geyser-2000-watts-ghwcbntwh025-white-and-blue-/p/274376,,1
"V-GUARD Mini Crystal Smart 1.3 Amps Voltage Stabilizer For 32 Inch Television (90-290VAC, Short Circuit Protection, Black)","₹2,199",/v-guard-mini-crystal-smart-1-3-amps-voltage-stabilizer-for-32-inch-television-90-290vac-short-circuit-protection-black-/p/219819,,1
"Croma AZ40 40 Litres Personal Air Cooler with Inverter Compatible (Ice Chamber, White & Grey)","₹6,299",/croma-az40-40-litres-personal-air-cooler-with-inverter-compatible-ice-chamber-white-grey-/p/266568,,0
"PHILIPS 1000i Series NanoProtect HEPA and VitaShield Technology Smart Air Purifier (Activated Carbon Filter, AC1715/60, White)","₹12,999",/philips-1000i-series-nanoprotect-hepa-and-vitashield-technology-smart-air-purifier-activated-carbon-filter-ac1715-60-white-/p/303448,,0
"USHA Mist Air Flo 400mm 3 Blade Copper Motor Pedestal Fan (Aerodynamically Design, Light Blue)","₹2,700",/usha-mist-air-flo-400mm-3-blade-copper-motor-pedestal-fan-aerodynamically-design-light-blue-/p/249480,,0
"Croma AZ50D 50 Litres Desert Air Cooler with Inverter Compatible (Honey Comb Cooling Pads, White)","₹8,999",/croma-az50d-50-litres-desert-air-cooler-with-inverter-compatible-honey-comb-cooling-pads-white-/p/303816,,0
"ECOVACS Floor Cleaner for DEEBOT U2 PRO (Accessory Kit, U2PROAKIT, Black)","₹1,890",/ecovacs-floor-cleaner-for-deebot-u2-pro-accessory-kit-u2proakit-black-/p/244855,,0
"SAMSUNG 183 Litres 4 Star Direct Cool Single Door Refrigerator with Base Drawer (RR20C1824CR/HL, Camellia Purple)","₹16,190",/samsung-183-litres-4-star-direct-cool-single-door-refrigerator-with-base-drawer-rr20c1824cr-hl-camellia-purple-/p/269819,,0
"LG 650 Litres 3 Star Frost Free Side by Side Refrigerator with Multi Air Flow (GLB257HWB3, Western Black)","₹88,990",/lg-650-litres-3-star-frost-free-side-by-side-refrigerator-with-multi-air-flow-glb257hwb3-western-black-/p/301637,,1
"Whirlpool 8 kg 5 Star Fully Automatic Top Load Washing Machine (In-built Heater, Graphite)","₹22,990",/whirlpool-8-kg-5-star-fully-automatic-top-load-washing-machine-in-built-heater-graphite-/p/306742,,0
"HAVELLS Elio 5 Star 1200mm 3 Blade BLDC Motor Ceiling Fan with Remote (Wood Finished Blades, Brown)","₹3,998",/havells-elio-5-star-1200mm-3-blade-bldc-motor-ceiling-fan-with-remote-wood-finished-blades-brown-/p/304602,,1
"morphy richards Inspira Onyx 1000 Watts Dry Iron (Thermostat Control, 500077, Black and Grey)",₹659,/morphy-richards-inspira-onyx-1000-watts-dry-iron-thermostat-control-500077-black-and-grey-/p/271229,,0
Whirlpool Intellifresh Pro 278 231 Litres 2 Star Frost Free Double Door Convertible Refrigerator with 6th Sense Technology (Grey),"₹26,990",/whirlpool-intellifresh-pro-278-231-litres-2-star-frost-free-double-door-convertible-refrigerator-with-6th-sense-technology-grey-/p/269867,,0
"Crompton Energion Roverr 120cm Sweep 3 Blade Ceiling Fan (Remote Control, CFENROV48PWTAD5S, Pristine White)","₹5,699",/crompton-energion-roverr-120cm-sweep-3-blade-ceiling-fan-remote-control-cfenrov48pwtad5s-pristine-white-/p/305868,,1
"Croma 206 Litres 4 Star Direct Cool Single Door Refrigerator with Inverter Compressor (CRLR206DIE302702, Blue)","₹16,990",/croma-206-litres-4-star-direct-cool-single-door-refrigerator-with-inverter-compressor-crlr206die302702-blue-/p/274969,,0
"HITACHI YOSHI 5400FXL 1.5 Ton 5 Star Inverter Split AC (2023 Model, Copper Condenser, Superfine Mesh Filter, RAS.G518PCBISF)","₹43,990",/hitachi-yoshi-5400fxl-1-5-ton-5-star-inverter-split-ac-2023-model-copper-condenser-superfine-mesh-filter-ras-g518pcbisf-/p/304201,,0
"Qubo E27 9 Watts Electric Powered Smart Bulb (860 Lumens, HLB01D1001, White)",₹540,/qubo-e27-9-watts-electric-powered-smart-bulb-860-lumens-hlb01d1001-white-/p/271678,,0
"Crompton Energion Roverr 120cm Sweep 3 Blade Ceiling Fan (ActivBLDC Technology, CFENROV48CPGLDAD5S, Champagne Gold)","₹5,999",/crompton-energion-roverr-120cm-sweep-3-blade-ceiling-fan-activbldc-technology-cfenrov48cpgldad5s-champagne-gold-/p/305866,,1
"V-GUARD 12 Amps Voltage Stabilizer For Up to 1.5 Ton Air Conditioner (150 - 285 V, Built-In Thermal Overload Protection, VND 400, Grey)","₹3,239",/v-guard-12-amps-voltage-stabilizer-for-up-to-1-5-ton-air-conditioner-150-285-v-built-in-thermal-overload-protection-vnd-400-grey-/p/268693,,1
"Haier 7 kg 5 Star Fully Automatic Top Load Washing Machine (826 Series, HWM70-826DNZP, NZP Technology, Titanium Silver Grey)","₹17,290",/haier-7-kg-5-star-fully-automatic-top-load-washing-machine-826-series-hwm70-826dnzp-nzp-technology-titanium-silver-grey-/p/234063,,0
"Whirlpool Intellifresh 411 Litres 2 Star Frost Free Double Door Convertible Refrigerator with Stabilizer Free Operation (IF INV CNV PLATINA, Grey)","₹45,490",/whirlpool-intellifresh-411-litres-2-star-frost-free-double-door-convertible-refrigerator-with-stabilizer-free-operation-if-inv-cnv-platina-grey-/p/272032,,0
"USHA Maxx Air Ultra 400mm 3 Blade Copper Motor Pedestal Fan (Sturdy Blades, White)","₹3,029",/usha-maxx-air-ultra-400mm-3-blade-copper-motor-pedestal-fan-sturdy-blades-white-/p/272522,,1
Haier HRF-3182PKG-P 268 Litres 2 Star Frost Free Double Door Convertible Refrigerator with Turbo Icing (Black Glass),"₹28,990",/haier-hrf-3182pkg-p-268-litres-2-star-frost-free-double-door-convertible-refrigerator-with-turbo-icing-black-glass-/p/308533,,1
"VOLTAS beko 183 Litres 2 Star Direct Cool Single Door Refrigerator with Reciprocating Compressor (RDC215D / S0RFR0M0, Fressia Ruby)","₹11,994",/voltas-beko-183-litres-2-star-direct-cool-single-door-refrigerator-with-reciprocating-compressor-rdc215d-s0rfr0m0-fressia-ruby-/p/274658,,0
"PHILIPS 1500 Watts 100ml Garment Steamer (2 Modes, OptimalTemp Technology, STH7020/20, Deep Azur)","₹4,499",/philips-1500-watts-100ml-garment-steamer-2-modes-optimaltemp-technology-sth7020-20-deep-azur-/p/259149,,0
"Racold Omnis DG 15 Litres 5 Star Storage Water Geyser (2000 Watts, 3180829, Black)","₹11,099",/racold-omnis-dg-15-litres-5-star-storage-water-geyser-2000-watts-3180829-black-/p/273237,,0
"LG 466 Litres 2 Star Frost Free Double Door Convertible Refrigerator with Smart Inverter Compressor (GLT492MESY, Ebony Sheen)","₹63,490",/lg-466-litres-2-star-frost-free-double-door-convertible-refrigerator-with-smart-inverter-compressor-glt492mesy-ebony-sheen-/p/306004,,1
"LLOYD 5 in 1 Convertible 1.5 Ton 3 Star Inverter Split AC with 4 way Swing (Copper Condenser, GLS18I3KWSBV)","₹35,990",/lloyd-5-in-1-convertible-1-5-ton-3-star-inverter-split-ac-with-4-way-swing-copper-condenser-gls18i3kwsbv-/p/302973,,0
Whirlpool Intellifresh Pro 370 312 Litres 3 Star Frost Free Double Door Bottom Mount Convertible Refrigerator with 6th Sense Technology (Steel Onyx),"₹39,490",/whirlpool-intellifresh-pro-370-312-litres-3-star-frost-free-double-door-bottom-mount-convertible-refrigerator-with-6th-sense-technology-steel-onyx-/p/269878,,0
"BOSCH 7 kg 5 Star Fully Automatic Top Load Washing Machine (Series 2, WOE701D0IN, ExpertCare Wash System, Dark Grey)","₹21,990",/bosch-7-kg-5-star-fully-automatic-top-load-washing-machine-series-2-woe701d0in-expertcare-wash-system-dark-grey-/p/247681,,1
"Croma 5 in 1 Convertible 1.5 Ton 3 Star Inverter Split AC with Dust Filter (2024 Model, Copper Condenser, CRLA018IND170264)","₹34,990",/croma-5-in-1-convertible-1-5-ton-3-star-inverter-split-ac-with-dust-filter-2024-model-copper-condenser-crla018ind170264-/p/303661,,1
"Apple MacBook Air 2022 (13.6 inch, M2, 8GB, 256GB, macOS, Midnight)","₹91,090",/apple-macbook-air-2022-13-6-inch-m2-8gb-256gb-macos-midnight-/p/256603,,0
"Redmi Note 13 5G (6GB RAM, 128GB, Arctic White)","₹15,999",/redmi-note-13-5g-6gb-ram-128gb-arctic-white-/p/303492,,1
"amazon Fire TV Stick 4K with Alexa Voice Remote 3rd Gen (Dolby Vision and Atmos Support, B0BTFPKY98, Black)","₹3,999",/amazon-fire-tv-stick-4k-with-alexa-voice-remote-3rd-gen-dolby-vision-and-atmos-support-b0btfpky98-black-/p/306737,,0
"Apple iPhone 15 (128GB, Pink)","₹69,900",/apple-iphone-15-128gb-pink-/p/300679,,0
"EUREKA FORBES Buddy Corded Pet Grooming Kit with 5 Accessories (Adjustable Suction, White)","₹5,499",/eureka-forbes-buddy-corded-pet-grooming-kit-with-5-accessories-adjustable-suction-white-/p/302780,,0
"White Westinghouse 7 kg 5 Star Fully Automatic Top Load Washing Machine (HDT7000S, Water Reserve Technology, Grey)","₹11,499",/white-westinghouse-7-kg-5-star-fully-automatic-top-load-washing-machine-hdt7000s-water-reserve-technology-grey-/p/303534,,0
"Croma Personal 450 Watt 2 Jars Mixer Grinder Blender (19000 RPM, Bullet Motor, Silver and Black)","₹1,699",/croma-personal-450-watt-2-jars-mixer-grinder-blender-19000-rpm-bullet-motor-silver-and-black-/p/301714,,1
"LAPCARE Safari 006 Wireless Optical Gaming Mouse with Silent Click Buttons (1600 DPI, Ergonomic Design, Black)",₹384,/lapcare-safari-006-wireless-optical-gaming-mouse-with-silent-click-buttons-1600-dpi-ergonomic-design-black-/p/267750,,0
DURACELL Ultra Alkaline AA Battery For Camera (Pack of 4),₹190,/duracell-ultra-alkaline-aa-battery-for-camera-pack-of-4-/p/271412,,1
ZipCare Protect - Advanced 2 Year for Sound Bar (Rs. 5000 - Rs. 10000),"₹1,929",/zipcare-protect-advanced-2-year-for-sound-bar-rs-5000-rs-10000-/p/258036,,0
"Croma Type C to Type C 3.3 Feet (1M) Cable (Nylon Braided, Grey)",₹149,/croma-type-c-to-type-c-3-3-feet-1m-cable-nylon-braided-grey-/p/255886,,0
"Redmi 13C 5G (6GB RAM, 128GB, Startrail Silver)","₹11,999",/redmi-13c-5g-6gb-ram-128gb-startrail-silver-/p/303169,,0
"Apple Magic Trackpad 2 Touchpad For MacBook (Wireless Connection, MK2D3ZM/A, Silver)","₹10,820",/apple-magic-trackpad-2-touchpad-for-macbook-wireless-connection-mk2d3zm-a-silver-/p/267817,,0
ZipCare Protect Standard 2 Years for Fans (Upto Rs. 2500),₹99,/zipcare-protect-standard-2-years-for-fans-upto-rs-2500-/p/271510,,0
"logitech MX Master 3S Rechargeable Wireless Laser Performance Mouse with Thumb Wheel (8000 DPI Adjustable, Multi Device Connectivity, Graphite)","₹8,799",/logitech-mx-master-3s-rechargeable-wireless-laser-performance-mouse-with-thumb-wheel-8000-dpi-adjustable-multi-device-connectivity-graphite-/p/258454,,1
"LG 8 kg 5 Star Inverter Fully Automatic Top Load Washing Machine (T80AJMB1Z.ABMQEIL, Stainless Steel Tub, Middle Black)","₹23,990",/lg-8-kg-5-star-inverter-fully-automatic-top-load-washing-machine-t80ajmb1z-abmqeil-stainless-steel-tub-middle-black-/p/273054,,0
"SONY Gran Turismo 7 For PS5 (Racing Games, Standard Edition, 50668468)","₹3,834",/sony-gran-turismo-7-for-ps5-racing-games-standard-edition-50668468-/p/244517,,0
ZipCare Protect Standard 1 Year for Portable Bluetooth Speakers (Rs. 100 - Rs. 2500),₹79,/zipcare-protect-standard-1-year-for-portable-bluetooth-speakers-rs-100-rs-2500-/p/277040,,0
"BAJAJ Pygmy Mini 110mm 3 Blade Rechargeable Personal Fan with 1800 mAh Battery (Silent Operation, Cerulean Blue)",₹950,/bajaj-pygmy-mini-110mm-3-blade-rechargeable-personal-fan-with-1800-mah-battery-silent-operation-cerulean-blue-/p/232310,,0
"Lenovo IdeaPad 3 Intel Core i3 12th Gen (15.6 inch, 8GB, 512GB, Windows 11, MS Office 2021, Intel UHD, Full HD Display, Arctic Grey, 82RK00VVIN)","₹34,990",/lenovo-ideapad-3-intel-core-i3-12th-gen-15-6-inch-8gb-512gb-windows-11-ms-office-2021-intel-uhd-full-hd-display-arctic-grey-82rk00vvin-/p/300236,,1
"GUBB GB-128 Hair Dryer with 2 Heat Settings & Cool Shot (Overheat Protection, Purple)",₹449,/gubb-gb-128-hair-dryer-with-2-heat-settings-cool-shot-overheat-protection-purple-/p/267096,,0
"VOLTAS Vectra 4 in 1 Convertible 1.5 Ton 3 Star Inverter AC with Anti-Dust Filter (Copper Condenser, 183V Vectra Pearl Marvel)","₹36,490",/voltas-vectra-4-in-1-convertible-1-5-ton-3-star-inverter-ac-with-anti-dust-filter-copper-condenser-183v-vectra-pearl-marvel-/p/268310,,1
"Racold Omnis RS 15 Litres 5 Star Storage Water Geyser (2000 Watts, 3180841, White)","₹9,599",/racold-omnis-rs-15-litres-5-star-storage-water-geyser-2000-watts-3180841-white-/p/273663,,0
"AO Smith Finesse 6 Litres 5 Star Storage Water Geyser (2000 Watts, EPSV006CMC4R0F0, White)","₹7,990",/ao-smith-finesse-6-litres-5-star-storage-water-geyser-2000-watts-epsv006cmc4r0f0-white-/p/243928,,1
"Panasonic EU 7 in 1 Convertible 1.5 Ton 3 Star Inverter Split AC with Temperature Sensors (Copper Condenser, CS/CU-EU18AKY3F)","₹36,990",/panasonic-eu-7-in-1-convertible-1-5-ton-3-star-inverter-split-ac-with-temperature-sensors-copper-condenser-cs-cu-eu18aky3f-/p/304066,,0
"SAMSUNG 183 Litres 5 Star Direct Cool Single Door Refrigerator with Anti Bacterial Gasket (RR20D2825HNNL, Himalaya Poppy Red)","₹17,190",/samsung-183-litres-5-star-direct-cool-single-door-refrigerator-with-anti-bacterial-gasket-rr20d2825hnnl-himalaya-poppy-red-/p/304790,,1
"Whirlpool 9.5 kg 5 Star Inverter Fully Automatic Top Load Washing Machine (360 Degree Bloomwash Pro, 31331, In-Built Heater, Graphite)","₹25,830",/whirlpool-9-5-kg-5-star-inverter-fully-automatic-top-load-washing-machine-360-degree-bloomwash-pro-31331-in-built-heater-graphite-/p/214839,,0
"LG 650 Litres 3 Star Frost Free Side by Side Refrigerator with Door Cooling Plus Technology (GLB257EPZ3, Shiny Steel)","₹98,990",/lg-650-litres-3-star-frost-free-side-by-side-refrigerator-with-door-cooling-plus-technology-glb257epz3-shiny-steel-/p/301634,,1
"AO Smith 25 Litres 3 Star Storage Water Geyser (2000 Watts, Elegance Slim-025-RHS, White)","₹11,550",/ao-smith-25-litres-3-star-storage-water-geyser-2000-watts-elegance-slim-025-rhs-white-/p/252066,,0
"SAMSUNG 236 Litres 2 Star Auto Defrost Double Door Convertible Refrigerator with Convertible Freezer (RT28C3832S8/HL, Elegant Inox)","₹30,800",/samsung-236-litres-2-star-auto-defrost-double-door-convertible-refrigerator-with-convertible-freezer-rt28c3832s8-hl-elegant-inox-/p/267760,,1
"USHA Techne Direct 500 1300 Watts Garment Steamer (2 Modes, White)","₹2,450",/usha-techne-direct-500-1300-watts-garment-steamer-2-modes-white-/p/300256,,1
"Croma 15 Litres 5 Star Storage Water Geyser (2000 Watts, CRLH15LGYF254207, White)","₹8,599",/croma-15-litres-5-star-storage-water-geyser-2000-watts-crlh15lgyf254207-white-/p/266940,,1
"V-GUARD 15 Amps Voltage Stabilizer For 2 Ton Air Conditioner (150 - 285 V, Latest IC Technology, VND 500, Grey)","₹3,960",/v-guard-15-amps-voltage-stabilizer-for-2-ton-air-conditioner-150-285-v-latest-ic-technology-vnd-500-grey-/p/208972,,0
"Croma AZ30 30 Litres Tower Air Cooler with Inverter Compatible (Ice Chamber, White & Grey)","₹6,999",/croma-az30-30-litres-tower-air-cooler-with-inverter-compatible-ice-chamber-white-grey-/p/266566,,0
"Yale Smart Locks (Power Bank Support, YLDRPB- BR, Brown)","₹2,399",/yale-smart-locks-power-bank-support-yldrpb-br-brown-/p/275254,,1
"Croma 165 Litres 2 Star Direct Cool Single Door Refrigerator with Anti Fungal Gasket (CRLR165DCC008901, Criss Cross Metallic Grey)","₹11,990",/croma-165-litres-2-star-direct-cool-single-door-refrigerator-with-anti-fungal-gasket-crlr165dcc008901-criss-cross-metallic-grey-/p/266715,,0
"dyson V12S Detect Slim Submarine 150W Cordless Wet & Dry Vacuum Cleaner with Anti-tangle Technology (11 Root Cyclones, Yellow & Nickel)","₹60,899",/dyson-v12s-detect-slim-submarine-150w-cordless-wet-dry-vacuum-cleaner-with-anti-tangle-technology-11-root-cyclones-yellow-nickel-/p/275319,,0
"Crompton Premion Avancer Prime 1 Star 1200mm 3 Blade Anti Dust Ceiling Fan (Inverter Technology, Conch Cream)","₹3,240",/crompton-premion-avancer-prime-1-star-1200mm-3-blade-anti-dust-ceiling-fan-inverter-technology-conch-cream-/p/300152,,1
"dyson HP07 Air Multiplier Technology Pure Hot + Cool Air Purifier & Heater (368886-01, White/Silver)","₹66,599",/dyson-hp07-air-multiplier-technology-pure-hot-+-cool-air-purifier-heater-368886-01-white-silver-/p/244359,,0
"Croma 5 in 1 Convertible 2 Ton 3 Star Inverter Split AC with Dust Filter (2024 Model, Copper Condenser, CRLA024IND170265)","₹47,990",/croma-5-in-1-convertible-2-ton-3-star-inverter-split-ac-with-dust-filter-2024-model-copper-condenser-crla024ind170265-/p/303666,,1
"BAJAJ Economy Deco 1200mm 3 Blade Powerful Performance Ceiling Fan (Energy Efficient, Choko Brown)","₹2,199",/bajaj-economy-deco-1200mm-3-blade-powerful-performance-ceiling-fan-energy-efficient-choko-brown-/p/270573,,0
"Yale Smart Digital Lock For Private Space (Smart Keypad, YDME 50 NxT, Black)","₹11,500",/yale-smart-digital-lock-for-private-space-smart-keypad-ydme-50-nxt-black-/p/247705,,0
"Blue Star 5 in 1 Convertible 1.5 Ton 5 Star Inverter Split AC with DigiQ Penta Sensor (Copper Condenser, IC518NNUR)","₹44,490",/blue-star-5-in-1-convertible-1-5-ton-5-star-inverter-split-ac-with-digiq-penta-sensor-copper-condenser-ic518nnur-/p/304349,,1
"LG 190 Litres 3 Star Direct Cool Single Door Refrigerator with Stabilizer Free Operation (GL-B201APZD, Shiny Steel)","₹16,990",/lg-190-litres-3-star-direct-cool-single-door-refrigerator-with-stabilizer-free-operation-gl-b201apzd-shiny-steel-/p/250664,,0
"Croma CRSF45WTFA029421 Tower Fan (Motor Overheat Protection, Grey)","₹5,399",/croma-crsf45wtfa029421-tower-fan-motor-overheat-protection-grey-/p/302538,,0
"O GENERAL BBAA 1.2 Ton 3 Star Non Inverter Window AC (2023 Model, Copper Condenser, Dust Filter, AFGB14BBAA-B)","₹30,290",/o-general-bbaa-1-2-ton-3-star-non-inverter-window-ac-2023-model-copper-condenser-dust-filter-afgb14bbaa-b-/p/300499,,1
"Crompton High Flo Wave Plus 400mm 3 Blade Copper Motor Table Fan (Aerodynamically Designed Blades, White)","₹1,969",/crompton-high-flo-wave-plus-400mm-3-blade-copper-motor-table-fan-aerodynamically-designed-blades-white-/p/269999,,0
"HAVELLS Bianca 6 Litres 5 Star Storage Water Geyser (2000 Watts, GHWCBNTWH006, White and Blue)","₹8,893",/havells-bianca-6-litres-5-star-storage-water-geyser-2000-watts-ghwcbntwh006-white-and-blue-/p/274373,,0
"LG 11 kg 5 Star Inverter Fully Automatic Front Load Washing Machine (FHP1411Z9B.ABLQEIL, Steam Wash Technology, Black)","₹57,490",/lg-11-kg-5-star-inverter-fully-automatic-front-load-washing-machine-fhp1411z9b-ablqeil-steam-wash-technology-black-/p/253429,,0
"SAMSUNG 12 kg 5 Star Wi-Fi Inverter Fully Automatic Front Load Washing Machine (WW12DG5B24ABTL, AI EcoBubble, Black)","₹48,990",/samsung-12-kg-5-star-wi-fi-inverter-fully-automatic-front-load-washing-machine-ww12dg5b24abtl-ai-ecobubble-black-/p/310670,,1
BAJAJ Armor Series Pentacle 10 Litre 5 Star Vertical Storage Geyser with Swirl Flow Technology (White and Blue),"₹8,899",/bajaj-armor-series-pentacle-10-litre-5-star-vertical-storage-geyser-with-swirl-flow-technology-white-and-blue-/p/307572,,1
